,path,id,review_title,stars,reviewDate,reviewNumHelp,reviewVerified,reviewComment
5065,142720019X,R1NQ1AHAK79GAO,,,"Reviewed in the United Kingdom on January 31, 2013",,Verified Purchase,"Having watched the television production of Restless, and thoroughly enjoyed its twists and turns, I decided to download the book on Kindle. And I have to say it was just as enjoyable, if not more so. It proved to be a gripping read, not spoilt in any way by having seen the television version. I have read one other of William Boyd's books, which was also outstanding. Well worthy of five stars!!"
5066,142720019X,R2G1BTM5UGUE8W,,,"Reviewed in the United Kingdom on May 18, 2013",,Verified Purchase,"Terrific thriller, enjoyed it immensely. theTelevision adaptation was also brilliant, i shall read more of his books. i have lent this to a friend and he rated it too."
5067,142720019X,R1Z1P3E7R5E5GS,,,"Reviewed in the United Kingdom on March 1, 2018",,Verified Purchase,"A genius, as good as it gets."
5068,142720019X,R2D4PDXVMOH4SD,,,"Reviewed in the United Kingdom on September 16, 2014",,Verified Purchase,"A very good read.  I thoroughly enjoyed it even if I found it a bit long, at times."
5069,142720019X,R3628V6Q06TPCA,,,"Reviewed in the United Kingdom on June 19, 2020",,Verified Purchase,Excellent book during lockdown. Great service by seller.
5070,142720019X,RD977VPDSITPP,,,"Reviewed in the United Kingdom on August 15, 2015",,Verified Purchase,Rosamunds mike's reading of this story is mesmerising - and it's a great thriller too
5071,1409133826,R1VV19E0TZKNHM,A tale to do Arthur Conan Doyle justice,5.0 out of 5 stars,"Reviewed in the United States on August 13, 2015",,Verified Purchase,Thought  I was reading a lost manuscript of Holmes' creator.  Excellent read that I recommend to any fan of the world's most famous consulting detective.
5072,1409133826,R1SFE5QEDJXVRP,Four Stars,4.0 out of 5 stars,"Reviewed in the United States on October 15, 2015",,Verified Purchase,Great read.
5073,1409133826,R1HYG5R4LZ5N4T,reads like Sir Arthur,4.0 out of 5 stars,"Reviewed in the United States on January 5, 2015",,Verified Purchase,"Well written, reads like Sir Arthur."
5074,1409133826,R2LIQA5EVPAKR4,Fantastic book even if a little dark for the Great ...,5.0 out of 5 stars,"Reviewed in the United States on March 10, 2015",,Verified Purchase,"Fantastic book even if a little dark for the Great Detective, but if Baron Gruner existed in canon, this storyline is appropriate for the role Holmes plays as a moral absolutist."
5075,1409133826,R221Q9KRBV3CAJ,"Not wonderful, just okay.",3.0 out of 5 stars,"Reviewed in the United States on January 9, 2014",,Verified Purchase,This book comes nowhere  close to Doyle's books about Sherlock Holmes. The plot is weak. It suffers in comparison to the original Sherlock Holmes
5076,1409133826,R2IS7N92BK07EY,Worth Reading,4.0 out of 5 stars,"Reviewed in the United States on January 9, 2014",,Verified Purchase,"Entertaining in Doyle fashion. An engaging read. Horowitz needs to find another ""lost"" Holmes tale to share. Holmes is back."
5077,1409133826,R1G5BRY7XDX59Z,Definitely A Must Read,5.0 out of 5 stars,"Reviewed in the United States on November 11, 2011",11 people found this helpful,Verified Purchase,"While 'The House of Silk' was not the be all and end all that the ACD estate was hailing it as, mainly due to several instances of Canonical inaccuracies and a narration voice that was slightly ""off"" (although the dialogue voices did ring true, and both Holmes' deductions and the process by which he solved the case were accurately portrayed) I will say that by the end I was convinced this was one of the best pastiches I have read in recent years."
5078,1409133826,R2VDP3FFPT8K6I,Excellent book in the style of Conan Doyle,5.0 out of 5 stars,"Reviewed in the United States on August 9, 2015",,Verified Purchase,Excellent book in the style of Conan Doyle. Keeps you interested to the very end. You can see why Foyles' War was such a success!
5079,1409133826,R1H4ZX46ZRBCY7,Holmes and Watson adventures never get old...,4.0 out of 5 stars,"Reviewed in the United States on December 19, 2014",,Verified Purchase,"Holmes and Watson at their best. A quick, fun read.."
5080,1409133826,R2JZ1VWKXEKTAA,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on August 1, 2015",,Verified Purchase,best read i've had all summer-couldn't put it down!!!!
5081,B00000IGBF,R3IDAP1BUP9R3Y,Get yourself Organized !,4.0 out of 5 stars,"Reviewed in the United States on March 14, 2000",5 people found this helpful,,"Palm IIIx is cool but for the price I paid, I expected a much better finish. Not very happy with the battery life too. Otherwise it's really a great product!"
5082,B00000IGBF,R2QILB6PTM6FM5,3 is not for me,1.0 out of 5 stars,"Reviewed in the United States on December 16, 1999",18 people found this helpful,,"Palm 3's are not what they are all cracked up to be. Speaking of cracked up, thats what you feel like when you try to synchronize it with your PC or Mac.  For a little bit more money, the Palm V or Palm VX are a better  choice."
5083,B00000J1ES,R3HIIIYJNN5PQW,Now made in Korea and now horrible quality!  Avoid!,1.0 out of 5 stars,"Reviewed in the United States on April 3, 2014",4 people found this helpful,Verified Purchase,"I have used Maxell tapes for 30+ years so I was surprised at the exceptionally poor quality of these tapes.  The 8-hour tapes are equally as bad as these 6-hour ones.  They are now made in Korea instead of formerly in Canada and that might have something to do with the serious decline in quality. After 1-4 uses the picture rolls on the screen and cannot be resolved with tracking controls, there are severe dropouts and the tape mechanism makes so much noise that I honestly thought that my VCR was destroyed and I would have to buy a new one. I checked some of my other new Maxell tapes and most of them had the same results. I tried a TDK tape and was relieved to find that my VCR was still functioning perfectly so I threw out all of my new Maxells and am now using TDK and Sony tapes, which work just fine. I am so disappointed in Maxell but I guess they don't care about VHS tape quality anymore."
5084,B00000J1ES,R2I8R0YIR5VM5Z,"I've always liked these tapes, however...",2.0 out of 5 stars,"Reviewed in the United States on March 1, 2013",2 people found this helpful,Verified Purchase,"What I like about these tapes is the quality of the mechanism and the tape itself is high grade. I've had a lot of problems with tracking of almost everything TDK makes these days. I think TDK just doesn't care anymore about the limited VHS market and so are purchasing OLD high grade tape. Maxell on the other hand still is putting out good quality tape, and they are consistantly good quality with no tracking issues. However, if a vender cannot get the tapes to you in one piece due to inadequate packaging, then why bother!"
5085,B00000J1ES,RA4RYNJS5QA,Highly Dependable,5.0 out of 5 stars,"Reviewed in the United States on December 9, 2018",,Verified Purchase,"Maxell is a brand you can count on.  It my sound nutty, but some people still use VCR’s."
5086,B00000J1ES,R3KM2EBV55WTB2,"Good product, excellent price",5.0 out of 5 stars,"Reviewed in the United States on August 15, 2015",One person found this helpful,Verified Purchase,"I still use my 15-year-old Panasonic VCR for recording TV shows to watch later (especially useful to record interesting/entertaining PBS shows during pledge week, so that you can skip by the ""pledge ads"" while watching the program).  It's not that easy to find places that carry VHS tapes these days -- I really like Amazon's large selection.  Maxell makes great tapes -- again:  good product, excellent price."
5087,B00000J1ES,RXZFLKOG2TOPS,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on June 7, 2018",,Verified Purchase,Maxell seems to be a much better quality product than other tapes. Also great price.
5088,B00000J1ES,R3CWZRLGBIF7L3,quality,5.0 out of 5 stars,"Reviewed in the United States on January 2, 2018",,Verified Purchase,working great for recoding music and movies from tv.
5089,B00000J1ES,R2V40R5TF5MSJD,VHS Tapes for Old Fogies,5.0 out of 5 stars,"Reviewed in the United States on March 8, 2017",,Verified Purchase,VHS tapes are becoming so hard to buy.  I was glad to find them on Amazon.  They arrived sooner than I expected and are exactly what I need
5090,B00000J1ES,R30N5Q4F0VSJLJ,Didn't work sent them back,1.0 out of 5 stars,"Reviewed in the United States on July 2, 2019",,Verified Purchase,I know they are new but I think they dry out and they still sell them
5091,B00000J1ES,R3MCN6NIRVC7SK,Eventually ruined my VCR,1.0 out of 5 stars,"Reviewed in the United States on June 24, 2014",,Verified Purchase,"I don't know where these tapes were manufactured, but they are very poor quality and eventually ruined one of my VCRs.  They dirty the heads in no time flat, and no amount of cleaning helps.  I definitely would not recommend buying these Maxell tapes."
5092,B00000J1ES,R1UW33GGYH1SUN,Glad you still sell these,4.0 out of 5 stars,"Reviewed in the United States on December 5, 2016",,Verified Purchase,Adequate quality.  Glad you still sell these.
5093,1883768195,R32P5O5070YZKS,,,"Reviewed in Germany on December 9, 2010",One person found this helpful,Verified Purchase,"Kein Vergleich mehr zum Casino-Guide von 2010- die Zahl der Coupons fur Buffets etc hat sich drastisch reduziert, (vor allem bei den strip-Casinos;  Rio-Carnival Buffet"
5094,1883768195,RU27HQHLZO3LZ,,,"Reviewed in Canada on March 17, 2018",,Verified Purchase,Too many coupons for NEW MEMBERS only.
5095,1441888128,R1XESHUK421LHV,Engaging,4.0 out of 5 stars,"Reviewed in the United States on September 10, 2012",,Verified Purchase,"I thought the book was very engaging, I enjoyed it but more than that it made me think.  It held my attention most of the time but now and then it lost me with more minor details than I prefer (matter of preference only) but that worked out ok because it gave me good stopping points."
5096,1441888128,RTZA4855ZQN7V,"Surprises behind every door, this book you can not ...",5.0 out of 5 stars,"Reviewed in the United States on October 2, 2016",,Verified Purchase,"Surprises behind every door,  this book you can not figure out what is happening  now and what will happen. Exciting way to teach spiritual truth. I have  already brought his next book. What a writer!!"
5097,1441888128,RO01M0XER5F8I,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on March 5, 2015",,Verified Purchase,Totally captivated by this book.  I couldn't put it down once I started it!!
5098,1441888128,R32DXWKN6RQXGO,fascinating,5.0 out of 5 stars,"Reviewed in the United States on June 21, 2018",,Verified Purchase,Kept me turning pages
